Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
12/02/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.4,27.0
12/02/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,19.7,34.0
12/02/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,21.4,30.0
12/02/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,23.1,35.0
12/02/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,24.6,46.0
12/02/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,24.9,44.0
12/02/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,28.3,47.0
12/02/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,27.3,44.0
12/02/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,27.1,40.0
12/02/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.5,37.0
12/02/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,24.9,32.0
12/02/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.1,29.0
12/02/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.3,29.0
12/02/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.9,32.0
12/02/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.8,37.0
12/02/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.6,45.0
12/02/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.3,48.0
12/02/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.7,48.0
12/02/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,21.9,45.0
12/02/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.3,32.0
12/02/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,21.2,44.0
12/02/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.4,27.0
12/02/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,22.9,47.0
12/02/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,19.2,34.0
