Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
11/20/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,22.7,38.0
11/20/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.6,29.0
11/20/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.8,37.0
11/20/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.3,34.0
11/20/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,20.2,44.0
11/20/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.8,43.0
11/20/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.6,35.0
11/20/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.5,38.0
11/20/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.3,28.0
11/20/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.7,24.0
11/20/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.7,20.0
11/20/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.3,16.0
11/20/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.6,18.0
11/20/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.2,26.0
11/20/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,19.7,58.0
11/20/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.3,42.0
11/20/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.5,27.0
11/20/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.6,33.0
11/20/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.9,18.0
11/20/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.9,21.0
11/20/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.2,25.0
11/20/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.2,22.0
11/20/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.9,22.0
11/20/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.5,28.0
