Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
05/06/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,-3.8,23.0
05/06/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,-3.5,7.0
05/06/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,-1.8,3.0
05/06/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,-0.3,1.0
05/06/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,-2.1,3.0
05/06/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,1.8,15.0
05/06/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.9,14.0
05/06/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,3.2,17.0
05/06/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,0.8,13.0
05/06/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,3.5,16.0
05/06/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.7,23.0
05/06/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.7,18.0
05/06/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.4,19.0
05/06/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.3,22.0
05/06/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,17.0
05/06/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.5,20.0
05/06/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.9,20.0
05/06/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.9,24.0
05/06/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.9,23.0
05/06/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.9,23.0
05/06/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.2,20.0
05/06/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,2.5,17.0
