Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
10/01/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.8,23.0
10/01/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.8,29.0
10/01/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.9,24.0
10/01/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.6,23.0
10/01/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.4,33.0
10/01/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.9,27.0
10/01/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,17.0,33.0
10/01/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.2,26.0
10/01/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.8,25.0
10/01/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.3,26.0
10/01/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.6,28.0
10/01/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.6,23.0
10/01/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.1,16.0
10/01/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.5,21.0
10/01/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.2,19.0
10/01/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.3,40.0
10/01/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,27.5,53.0
10/01/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,26.6,50.0
10/01/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,28.8,57.0
10/01/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,23.9,48.0
10/01/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.0,44.0
10/01/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.5,30.0
10/01/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.3,29.0
10/01/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,24.0
