Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
09/19/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.7,17.0
09/19/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.5,16.0
09/19/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.7,17.0
09/19/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.1,12.0
09/19/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.4,11.0
09/19/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.7,13.0
09/19/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.8,18.0
09/19/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.8,18.0
09/19/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.4,20.0
09/19/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.4,24.0
09/19/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.4,25.0
09/19/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.7,19.0
09/19/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.4,19.0
09/19/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.8,24.0
09/19/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.0,26.0
09/19/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.9,30.0
09/19/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.2,23.0
09/19/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.9,24.0
09/19/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.9,14.0
09/19/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.6,9.0
09/19/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.0,29.0
09/19/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,25.0
09/19/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,22.0
09/19/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.7,16.0
