Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
03/14/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.7,16.0
03/14/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.4,20.0
03/14/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,28.0
03/14/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.4,27.0
03/14/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.4,21.0
03/14/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.1,16.0
03/14/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.7,22.0
03/14/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.2,23.0
03/14/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.4,27.0
03/14/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.9,18.0
03/14/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.7,21.0
03/14/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.9,26.0
03/14/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.7,28.0
03/14/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.3,36.0
03/14/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.8,33.0
03/14/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.6,32.0
03/14/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.4,23.0
03/14/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.7,51.0
03/14/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.5,23.0
03/14/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,2.3,19.0
03/14/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,0.8,36.0
03/14/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,3.2,65.0
03/14/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,3.3,54.0
03/14/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.1,42.0
