Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
05/25/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.6,22.0
05/25/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.3,16.0
05/25/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.4,15.0
05/25/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.2,13.0
05/25/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,21.0
05/25/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.2,28.0
05/25/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.3,22.0
05/25/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,23.0
05/25/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.4,12.0
05/25/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.3,15.0
05/25/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.4,7.0
05/25/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,1.5,12.0
05/25/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,3.7,11.0
05/25/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.2,10.0
05/25/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.9,17.0
05/25/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.4,13.0
05/25/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.1,21.0
05/25/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.5,14.0
05/25/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.6,16.0
05/25/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.6,18.0
05/25/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,20.0
05/25/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.3,14.0
05/25/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.4,17.0
05/25/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.1,10.0
