Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
01/28/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.7,16.0
01/28/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.4,19.0
01/28/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.5,12.0
01/28/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,17.8,32.0
01/28/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,20.2,38.0
01/28/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,32.0
01/28/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.8,27.0
01/28/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,17.6,37.0
01/28/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,22.4,34.0
01/28/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.1,23.0
01/28/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.7,22.0
01/28/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.8,22.0
01/28/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.9,19.0
01/28/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,15.0
01/28/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.9,16.0
01/28/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.1,13.0
01/28/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.2,17.0
01/28/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.3,11.0
01/28/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.4,8.0
01/28/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.2,7.0
01/28/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.0,9.0
01/28/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.0,13.0
01/28/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.5,15.0
01/28/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.4,9.0
