Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
01/31/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.6,29.0
01/31/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.1,29.0
01/31/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.9,33.0
01/31/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.9,20.0
01/31/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.5,23.0
01/31/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.4,30.0
01/31/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.6,31.0
01/31/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.9,41.0
01/31/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,20.7,36.0
01/31/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,17.6,33.0
01/31/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.4,23.0
01/31/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.6,29.0
01/31/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.3,25.0
01/31/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.6,30.0
01/31/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.9,28.0
01/31/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.1,36.0
01/31/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,19.1,36.0
01/31/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,24.7,42.0
01/31/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,19.1,32.0
01/31/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.6,29.0
01/31/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.9,34.0
01/31/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.1,31.0
01/31/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,24.0
01/31/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.2,28.0
