Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
08/22/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,31.0
08/22/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,24.0
08/22/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.3,29.0
08/22/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.4,34.0
08/22/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.7,27.0
08/22/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.8,30.0
08/22/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.9,28.0
08/22/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.7,26.0
08/22/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.9,22.0
08/22/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.5,21.0
08/22/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.1,26.0
08/22/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.1,20.0
08/22/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.9,25.0
08/22/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,31.0
08/22/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.1,25.0
08/22/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,19.5,32.0
08/22/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.3,35.0
08/22/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.8,45.0
08/22/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.6,46.0
08/22/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,17.5,59.0
08/22/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,19.7,48.0
08/22/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.8,41.0
08/22/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.4,39.0
08/22/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.1,30.0
