Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
03/09/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.0,23.0
03/09/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.1,24.0
03/09/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.2,25.0
03/09/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.5,24.0
03/09/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.8,23.0
03/09/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.9,30.0
03/09/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.9,30.0
03/09/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.8,28.0
03/09/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,18.5,29.0
03/09/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.7,29.0
03/09/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.3,22.0
03/09/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.9,18.0
03/09/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.5,18.0
03/09/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.2,20.0
03/09/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.8,21.0
03/09/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.4,19.0
03/09/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.3,21.0
03/09/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.4,23.0
03/09/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.3,13.0
03/09/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,6.7,20.0
03/09/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.6,19.0
03/09/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.0,23.0
03/09/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.3,22.0
03/09/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.5,23.0
