Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
06/06/24,00:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.1,20.0
06/06/24,01:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.6,16.0
06/06/24,02:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.3,16.0
06/06/24,03:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.1,19.0
06/06/24,04:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.8,21.0
06/06/24,05:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,17.8,25.0
06/06/24,06:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,16.3,20.0
06/06/24,07:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,15.6,25.0
06/06/24,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,23.1,26.0
06/06/24,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,27.3,29.0
06/06/24,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,23.6,31.0
06/06/24,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,21.4,29.0
06/06/24,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,25.1,28.0
06/06/24,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,31.9,37.0
06/06/24,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,26.8,39.0
06/06/24,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,28.1,41.0
06/06/24,16:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,27.6,46.0
06/06/24,17:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,27.6,52.0
06/06/24,18:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,27.6,44.0
06/06/24,19:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,21.7,37.0
06/06/24,20:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.9,19.0
06/06/24,21:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.1,17.0
06/06/24,22:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.0,16.0
06/06/24,23:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.7,18.0
