School,Street Address,Street Zip,Latitude,Longitude
No Data,333 South Beaudry Ave.,90017-1466,No Data,No Data
Los Angeles Unified School District ROCP,333 South Beaudry Ave.,90017-1466,34.056109,-118.256986
No Data,8324 South Westman Ave.,90606-3314,No Data,No Data
Ada S. Nelson Elementary,8140 South Vicki Dr.,90606-3040,33.970702,-118.075670
Aeolian Elementary,11600 Aeolian St.,90606-3306,33.966235,-118.067877
Brethren Christian School,Information Redacted,90606,No Data,No Data
Los Nietos Middle,11425 East Rivera Rd.,90606-3245,33.963820,-118.074940
Rancho Santa Gertrudes Elementary,11233 East Charlesworth Rd.,90670-2820,33.954447,-118.081317
SANTA FE KID COMPANY,Information Redacted,90603,No Data,No Data
Wiggins (Wallace S.) Elementar,7348 Wexford,90606,No Data,No Data
No Data,11321 Bullis Rd.,90262-3600,No Data,No Data
A Children's Place,Information Redacted,90262,No Data,No Data
A Higher Learning CDC. INC.,No Data,No Data,No Data,No Data
Cesar Chavez Middle,3898 Abbott Rd.,90262-2106,33.935881,-118.203595
CHRIST NEW TESTAMENT,Information Redacted,90262,No Data,No Data
EASTER'S NEST CHILD DEVELOPMEN,Information Redacted,90262,No Data,No Data
Helen Keller Elementary,3521 Palm Ave.,90262-5127,33.913429,-118.207014
Hosler (Fred W.) Jr High,11300 Spruce St.,90262-3629,No Data,No Data
Hosler Middle,11300 Spruce St.,90262-3629,33.926913,-118.205374
Janie P. Abbott Elementary,5260 East Clark St.,90262-5443,33.910429,-118.187854
Kaplan Academy of Southern California,"840 Apollo St., Ste. 222",90245,33.903324,-118.386462
Lincoln Elementary,11031 State St.,90262-2454,33.933033,-118.216201
Lindbergh Elementary,3300 Cedar Ave.,90262-4850,33.919026,-118.213004
Lugo Elementary,4345 Pendleton Ave.,90262-2326,33.932526,-118.184597
Lynwood Academic Academy,3919 Carlin Ave.,90262-5203,33.913429,-118.201337
Lynwood Adult,11277 Atlantic Ave.,90262-5106,33.923679,-118.186707
Lynwood Alternative,11387 Bullis Rd.,90262-3660,33.925264,-118.200309
Lynwood High,12124 Bullis Rd.,90262-5106,33.916375,-118.204149
Lynwood Learning Academy,11387 Bullis Rd.,90262,No Data,No Data
Lynwood Middle,12124 Bullis Rd.,90262-5106,33.916535,-118.204252
Lynwood Opportunity School,11300 Wright Rd.,90262,No Data,No Data
Lynwood Unified Alternative Education,4020 Imperial Hwy.,90262,No Data,No Data
Marco Antonio Firebaugh High,5246 Martin Luther King Blvd.,90262-3903,33.919941,-118.183203
Mark Twain Elementary,12315 Thorson Ave.,90262-5243,33.912580,-118.197669
Mt. Moriah Christian School,Information Redacted,90262-3626,Information Redacted,Information Redacted
NEXT ACADEMY,Information Redacted,90262-3226,Information Redacted,Information Redacted
Pathway High,11387 Bullis Rd.,90262,No Data,No Data
Pathway Independent Study,11387 Bullis Rd.,90262-3660,33.925436,-118.200599
Renaissance Academy of Arts & Science,Information Redacted,90262-0262,No Data,No Data
Roosevelt Elementary,10835 Mallison Ave.,90262-2113,33.934328,-118.199923
Rosa Parks Elementary,3900 Agnes St.,90262-4415,33.917160,-118.201567
St. Emydius School,10990 California Ave.,90262-2006,33.933318,-118.207539
St. Philip Neri,12522 Stoneacre Ave.,90262-5314,33.909012,-118.194099
Sunshine Pre-School and kindergarten,Information Redacted,90262-4715,Information Redacted,Information Redacted
Thurgood Marshall Elementary,3593 Martin Luther King Blvd.,90262-2048,33.933120,-118.204315
Vista High,11300 Wright Rd.,90262-3126,33.921461,-118.180540
Washington Elementary,4225 Sanborn Ave.,90262-2998,33.924291,-118.189561
Will Rogers Elementary,11220 Duncan Ave.,90262-3041,33.924238,-118.182982
Wilson Elementary,11700 School St.,90262-4348,33.921715,-118.206734
World of Joy Preschool and 2nd Grade,Information Redacted,90262,No Data,No Data
Wright Road Complex,11300 Wright Rd.,90262,No Data,No Data
No Data,1501 Redondo Ave.,90266,No Data,No Data
Center Middle,1300 Pacific Ave.,90266,No Data,No Data
Grand View Elementary,455 25Th St.,90266,No Data,No Data
La Marina Elementary,1501 Redondo Ave.,90266,No Data,No Data
Ladera Elementary,2617 Bell Ave.,90266,No Data,No Data
Manhattan Beach Intermediate,1431 15Th St.,90266,No Data,No Data
Manhattan Heights Elementary,1613 6Th St.,90266,No Data,No Data
Meadows Avenue Elementary,1200 Meadows Ave.,90266,33.888306,-118.391649
Opal Robinson Elementary,80 Morningside Dr.,90266,33.878219,-118.404975
Pacific Elementary,1214 Pacific Ave.,90266,No Data,No Data
Pennekamp (Aurelia) Elementary,110 S. Rowell,90266,33.879235,-118.389459
Special Services-Special Educa,1212 Laurel Ave.,90266,No Data,No Data
No Data,325 South Peck Ave.,90266-2478,No Data,No Data
American Martyrs School,1701 Laurel Ave.,90266-4904,33.890815,-118.404363
Aurelia Pennekamp Elementary,110 South Rowell,90266-6962,33.879214,-118.389518
Bay Cities Homeschool,Information Redacted,90254-2623,Information Redacted,Information Redacted
"Beach Cities Learning, Manhattan Beach",1501 N Peck Ave,90266-4215,33.888905,-118.387533
Circle of Love,Information Redacted,90266-4918,Information Redacted,Information Redacted
Creative Kids,1203 North Sepulveda Blvd.,90266-5103,33.888124,-118.396321
del Sol/Via Pacifica,Information Redacted,90266-6220,Information Redacted,Information Redacted
Dynamic Education,Information Redacted,90266,Information Redacted,Information Redacted
First Lutheran Circle of Love,Information Redacted,90266,No Data,No Data
Grand View Elementary,455 24th St.,90266-4348,33.893671,-118.412422
Journey of Faith Christian,Information Redacted,90266,No Data,No Data
Magic Rainbow Pre School,1159 N Aviation Blvd,90266-6225,33.887982,-118.379293
Manhattan Academy,1740 Manhattan Beach Blvd.,90266-6220,33.887277,-118.381580
Manhattan Beach Intermediate,1431 15Th St.,90266-4021,No Data,No Data
Manhattan Beach Middle,1501 North Redondo Ave.,90266-4214,33.889108,-118.383870
Manhattan Beach Preschool,1431 15th St.,90266-4077,33.889184,-118.388999
Meadows Avenue Elementary,1200 Meadows Ave.,90266-4059,33.888229,-118.391701
Mira Costa High,1401 Artesia Blvd.,90266-6968,33.872932,-118.389482
Montessori School of Manhattan Beach,315 South Peck Ave.,90266-6934,33.877189,-118.387569
Montessori School of Manhattan Beach #2,Information Redacted,90266-2214,Information Redacted,Information Redacted
Opal Robinson Elementary,80 Morningside Dr.,90266-6562,33.878097,-118.404976
Pacific Elementary,1200 Pacific Ave.,90266-4969,33.887635,-118.403291
No Data,3540 North Lexington Ave.,91730,No Data,No Data
No Data,325 East Huntington Dr.,91016-3585,No Data,No Data
Akamai Academy,Information Redacted,91016,No Data,No Data
Annunciation Catholic School,Information Redacted,91006,Information Redacted,Information Redacted
Bradoaks Elementary Science Academy,930 East Lemon Ave.,91016-3076,34.146814,-117.985499
Calvary Chapel Monrovia PSP,1307 S. Myrtle Ave.,91016-4150,34.137792,-118.000954
Calvary Road Baptist Academy,319 West Olive Ave.,91016-3339,34.145044,-118.006329
Canyon Early Learning Center,1000 South Canyon Blvd.,91016-3535,34.141584,-117.996454
Canyon Early Learning Center,1000 South Canyon Blvd.,91016,No Data,No Data
Canyon Oaks High,930 Royal Oaks Dr.,91016-3735,34.143169,-117.985531
Carden of the Foothills,Information Redacted,91016,No Data,No Data
Christian Classical Conservatory,Information Redacted,91016-1922,Information Redacted,Information Redacted
Clifton Middle,226 South Ivy Ave.,91016-2836,34.149997,-117.998755
Excellence In Education Academy,2640 South Myrtle Ave. Ste. A7,91016-8209,34.117338,-118.000539
First Lutheran Elementary,Information Redacted,91016,No Data,No Data
Immaculate Conception,726 South Shamrock Ave.,91016-3653,34.143649,-117.989746
Mayflower Elementary,210 North Mayflower Ave.,91016-2008,34.154247,-118.009802
Monroe Elementary,402 West Colorado Blvd.,91016-2647,34.145990,-117.994770
Monrovia Community Adult,920 South Mountain Ave.,91016-3641,34.141849,-117.985441
Monrovia High,845 West Colorado Blvd.,91016-2517,34.145754,-118.017085
Monrovia Unified Alternative Education,600 South Shamrock St.,91016,No Data,No Data
"Montecito HS of Art,Science and Design",Information Redacted,91016,No Data,No Data
Montessori Academy of Arcadia,940 W. Duarte Rd,91016-4357,34.130957,-118.019020
Mountain Park,950 South Mountain Ave.,91016-3641,34.141373,-117.986219
Oasis Trilingual Community School,429 E Wildrose Ave.,91016-2940,34.150757,-117.993745
Pearl Preparatory,1307 East Longden Ave.,91006-5501,34.114693,-118.005184
Plymouth Elementary,1300 Boley St.,91016-4905,34.116718,-118.006312
Preschool Center,1000 S. Canyon Blvd.,91016,No Data,No Data
Quest Academy Community Day,1831 Santa Fe Pl.,91016-4841,34.131539,-118.001664
Santa Fe Computer Science Magnet,148 West Duarte Rd.,91016-4539,34.132118,-118.002550
Serendipity Early Care and Education Center,Information Redacted,91016,No Data,No Data
Vista Ridge Academy,Information Redacted,91016-4245,No Data,No Data
Wild Rose School of Creative,232 Jasmine Ave.,91016-2919,34.150109,-117.993510
No Data,123 South Montebello Blvd.,90640-4729,No Data,No Data
Applied Technology Center,1200 West Mines Ave.,90640-5538,34.004214,-118.116494
Arise Academy,209 E Beverly Blvd,90640-3721,34.014931,-118.097020
Armenian Mesrobian School,8420 Beverly Rd.,90660-2203,34.010873,-118.090352
Bandini Elementary,2318 Couts Ave.,90040-1102,34.006131,-118.168221
Bell Gardens Adult,6119 Agra St.,90201-1705,33.975878,-118.153847
Bell Gardens Christian Elementary,Information Redacted,90201-1762,Information Redacted,Information Redacted
Bell Gardens Elementary,5620 Quinn St.,90201-5421,33.959519,-118.167924
Bell Gardens High,6119 Agra St.,90201-1705,33.975649,-118.154277
Bell Gardens Intermediate,5841 Live Oak St.,90201-4616,33.965577,-118.162536
Bella Vista Elementary,2410 Findlay Ave.,91754-7017,34.034626,-118.137881
Calvary Chapel Christian Academy,Information Redacted,90640-5411,Information Redacted,Information Redacted
Cantwell–Sacred Heart of Mary High School,329 North Garfield Ave.,90640-3803,34.017147,-118.129577
Cesar E. Chavez Elementary,6139 Loveland St.,90201-1738,33.973386,-118.154763
Contract Independent Study,123 S. Montebello Blvd.,90640,No Data,No Data
Contract Independent Study,123 S. Montebello Blvd.,90640,No Data,No Data
Cornerstone Christian School,Information Redacted,90640,Information Redacted,Information Redacted
CROSS AND CROWN LUTHERAN ELEM.,Information Redacted,90640,No Data,No Data
Don Bosco Technical Institute,1151 San Gabriel Blvd.,91770-4251,34.042300,-118.087040
Eastmont Intermediate,400 North Bradshawe Ave.,90640-1562,34.023707,-118.142113
Faith Christian Academy,Information Redacted,90201,No Data,No Data
Ford Park Community Adult,7800 Scout Ave.,90201-5630,33.960021,-118.148393
Fremont Elementary,200 West Madison Ave.,90640-4431,34.012420,-118.100741
Futures High (Cont.),2100 West Cleveland Ave.,90640-4032,No Data,No Data
Garfield Elementary,7425 South Garfield Ave.,90201-4815,33.964115,-118.152462
Grace Baptist Academy,Information Redacted,90640,No Data,No Data
Greenwood Elementary,900 South Greenwood Ave.,90640-5816,33.996194,-118.118619
"Heritage Christian School, Bell Gardens, California",Information Redacted,90201-6115,Information Redacted,Information Redacted
Horizons High (Cont.),6740 East Suva St.,90201-1936,No Data,No Data
Joseph A. Gascon Elementary,630 South Leonard St.,90022-3508,34.021185,-118.141971
La Merced Academy,724 North Poplar Ave.,90640-2760,34.020761,-118.095850
La Merced Intermediate,215 East Avenida de la Merced,90640-2799,34.023668,-118.094728
Laguna Nueva,6360 South Garfield Ave.,90040-3615,33.974000,-118.146400
"LEARN Academy, Montebello",482 North Garfield Ave.,90640-2927,34.019819,-118.132851
Life Christian Academy,Information Redacted,90201,No Data,No Data
Live Oak Primary,5840 E Florence Ave.,90201,No Data,No Data
Macy Intermediate,2101 South Lupine Ave.,91755-6616,34.039979,-118.124607
Maple Avenue Preschool,Information Redacted,90640-4134,Information Redacted,Information Redacted
Meher Montessori School,2009 S. Garfield Ave,91754-6617,34.040486,-118.129530
Montebello Adult,2100 West Cleveland Ave.,90640-4032,34.015736,-118.123060
Montebello Christian School,136 South 7th St.,90640-4703,34.008524,-118.107230
Montebello Community Day,123 South Montebello Blvd.,90640-4729,34.009452,-118.108430
Montebello Gardens Elementary,4700 Pine St.,90660-2264,34.008919,-118.089928
Montebello High,2100 West Cleveland Ave.,90640-4032,34.015220,-118.122889
Montebello Intermediate,1600 Whittier Blvd.,90640-4003,34.012160,-118.117667
Montebello Park Elementary,6300 Northside Dr.,90022-4619,34.014055,-118.136050
Monterey Park Christian School,Information Redacted,91754-6516,Information Redacted,Information Redacted
Our Lady of The Miraculous Medal,840 North Garfield Ave.,90640-1607,34.030498,-118.128583
Pacific Baptist School,337 W. Pomona Blvd.,91754-7121,34.033834,-118.135629
Potrero Heights Elementary,8026 East Hill Dr.,91770-4127,34.045260,-118.094190
Rosewood Park,2353 Commerce Way,90040-1407,34.003497,-118.154304
"Schurr (George Miller, Jr.) Hi",820 Wilcox Ave.,90640,No Data,No Data
Schurr Community Adult,820 North Wilcox Ave.,90640-1808,34.027447,-118.122551
Schurr High,820 North Wilcox Ave.,90640-1808,34.030099,-118.124769
St. Benedict Elementary,217 North 10th St.,90640-4604,34.013387,-118.109984
St. Gertrude School,6824 Toler Ave.,90201-3210,33.967771,-118.152292
St. John's Lutheran School,Information Redacted,90640,No Data,No Data
St. Thomas Aquinas School,1501 South Atlantic Blvd.,91754-5202,34.045332,-118.141116
Suva Elementary,6740 East Suva St.,90201-1936,33.967796,-118.141808
Suva Intermediate,6660 East Suva St.,90201-1943,33.968868,-118.143691
Vail High (Continuation),1230 South Vail Ave.,90640-6312,33.994630,-118.128853
Washington Elementary,1400 West Madison Ave.,90640-4132,34.015197,-118.113930
Wilcox Elementary,816 Donna Way,90640-2322,34.024975,-118.123698
Winter Gardens Elementary,1277 South Clela Ave.,90022-4903,34.015179,-118.162265
No Data,122 North Topanga Canyon Blvd.,90290,No Data,No Data
No Data,3320 Gilman Rd.,91732-3201,No Data,No Data
Alfred S. Madrid Middle,3300 Gilman Rd.,91732-3226,34.061965,-118.009941
Baker Elementary,12043 Exline St.,91732-2797,34.066184,-118.016312
Charles T. Kranz Intermediate,12460 Fineview St.,91732-3930,34.044310,-118.025830
Cogswell Elementary,11050 Fineview St.,91733-2817,34.054305,-118.034434
El Monte Christian,Information Redacted,91733-1733,No Data,No Data
Jerry Voorhis Elementary,3501 Durfee Ave.,91732-2911,34.066023,-118.010795
Jimenez Institution,Information Redacted,91732-3456,Information Redacted,Information Redacted
La Primaria Elementary,4220 Gilman Rd.,91732-2597,34.075931,-118.002145
Maxson Elementary,12380 Felipe St.,91732-3656,34.049953,-118.021018
Miramonte Elementary,10620 Schmidt Rd.,91733-2702,34.056877,-118.041349
Monte Vista Elementary,11111 Thienes Ave.,91733-4005,34.045244,-118.034300
Mountain View Elem.,No Data,No Data,No Data,No Data
Parkview Elementary,12044 Elliott Ave.,91732-3743,34.056003,-118.024434
Twin Lakes Elementary,3900 Gilman Rd.,91732-2515,34.070969,-118.005377
Willard F. Payne Elementary,2850 Mountain View Rd.,91732-3593,34.061700,-118.022388
No Data,25375 Orchard Village Rd,91355-3000,No Data,No Data
"""MARIACHI INSTITUTE"" (Community program for all Arts, Music and Education)",Information Redacted,91321,Information Redacted,Information Redacted
Deseret Private Academy,Information Redacted,91355-1292,No Data,No Data
Dr. J. Michael McGrath Elementary,21501 Deputy Jake Way,91321-4687,34.376735,-118.511856
Elevate Christian Academy,24346 Main St.,91321-2942,34.379957,-118.528498
iDEAcademy,Information Redacted,91381-1827,Information Redacted,Information Redacted
iDEAcademy,Information Redacted,91381,Information Redacted,Information Redacted
Logos Learning Academy,25142 Atwood Blvd,91321-2402,34.375673,-118.553471
Meadows Elementary,25577 North Fedala Rd.,91355-2536,34.391873,-118.554365
Monticello Preparatory School,Information Redacted,91321-2626,Information Redacted,Information Redacted
